open,high,low,close,volume
44.76,44,44.37,44.39,4416989.0
44.29,44,43.82,43.9,5951056.0
43.67,44,43.12,43.45,7486143.0
42.41,42,41.85,42.83,10201130.0
43.0,43,42.05,42.3,9596532.0
42.32,42,41.01,41.75,11071087.0
41.94,42,41.89,42.3,6545456.0
42.4,42,42.05,42.2,5655961.0
42.11,42,41.81,42.3,4166051.0
41.02,41,40.45,41.23,7577977.0
41.35,41,40.96,41.31,4276646.0
41.38,42,41.1701,41.69,3066773.0
41.75,41,40.98,41.26,6450862.0
41.47,43,41.3,43.26,8912859.0
44.09,44,43.53,43.82,8010351.0
43.65,44,42.92,43.27,7235252.0
43.82,44,43.82,44.97,9460935.0
45.35,46,45.22,45.78,8911719.0
45.1,45,44.07,44.55,9043652.0
44.3,45,43.19,43.65,8001019.0
43.79,44,43.54,44.09,7955619.0
43.28,43,42.06,42.09,10235210.0
42.26,42,41.08,41.77,10778159.0
41.97,42,41.92,42.595,7097307.0
42.99,43,42.12,43.2,7850944.0
43.33,43,42.45,42.46,7224974.0
41.61,42,40.7,41.09,17809958.0
41.35,42,41.35,42.4,6597508.0
42.56,43,42.3599,42.895,5704730.0
42.78,43,42.43,43.29,6093603.0
43.27,44,43.11,43.81,3307108.0
43.62,44,42.91,43.23,4148045.0
43.25,43,43.03,43.5,4006937.0
43.64,43,42.46,42.8,5463608.0
42.54,42,41.83,42.35,6813757.0
41.29,41,40.3,40.91,12037151.0
41.18,41,39.95,40.52,10514164.0
40.05,41,40.0,41.23,12393780.0
40.97,41,39.68,40.45,11312876.0
40.94,41,40.26,40.37,8853096.0
40.56,41,39.9,41.08,15877511.0
41.15,42,40.48,42.0,12635992.0
42.17,42,39.66,40.1,12718577.0
40.21,40,38.86,40.55,11756473.0
39.04,39,38.37,38.76,18924825.0
39.59,39,38.21,38.86,10505908.0
38.53,39,36.2,39.06,16089109.0
38.93,40,38.02,39.79,9781683.0
40.0,40,39.57,40.16,7247031.0
40.02,40,38.82,38.88,10113170.0
38.73,39,38.44,39.64,8099029.0
40.15,40,39.48,39.69,10185956.0
39.61,39,37.66,38.14,17112266.0
37.52,39,36.5982,38.99,20957476.0
39.0,39,38.63,39.38,12023520.0
38.83,38,37.0,37.03,12401401.0
37.38,37,35.755,37.51,12391194.0
37.34,38,36.701,38.21,8599627.0
37.71,38,36.53,36.75,10072744.0
36.08,36,34.76,35.55,12821858.0
34.93,36,34.91,36.19,11143254.0
36.57,37,36.5301,37.12,8114127.0
36.47,37,36.17,36.49,8096032.0
36.92,37,36.42,37.82,9412821.0
38.13,38,37.53,38.61,7147467.0
38.95,39,38.87,39.34,8432477.0
39.36,39,38.96,39.54,9605849.0
39.16,40,39.04,39.76,11052389.0
40.14,40,40.07,40.84,9997306.0
40.56,40,40.17,40.38,6432202.0
40.02,40,39.39,40.66,6103693.0
40.76,41,40.41,41.36,6936437.0
41.5,41,40.38,40.87,7467225.0
40.77,41,40.5,41.0,5791341.0
41.44,42,41.06,41.83,7885768.0
41.47,41,41.29,41.59,7913743.0
41.52,42,41.23,41.88,8812844.0
42.17,42,41.42,41.63,9474058.0
41.31,42,40.9,42.13,6961033.0
41.3,41,40.05,40.77,8418307.0
40.74,41,40.52,41.65,8546320.0
42.11,42,40.91,41.63,5814184.0
41.89,42,41.7,42.47,5701486.0
42.31,42,42.12,42.59,4567995.0
42.3,42,41.98,42.11,4445364.0
41.81,42,41.5903,42.31,4792939.0
42.31,42,41.82,42.1,5960628.0
42.31,43,41.75,43.44,13745965.0
43.32,43,43.28,43.47,4756375.0
42.0,43,41.84,42.76,6721590.0
42.8,42,41.58,41.92,9583382.0
41.88,41,40.19,40.5,12515149.0
41.0,41,40.33,40.91,6402846.0
40.9,41,40.77,41.35,6794023.0
41.75,42,41.36,41.38,6076819.0
41.5,41,40.98,41.01,8138009.0
40.13,40,39.27,39.52,11244108.0
39.81,40,39.1511,39.37,7831606.0
39.13,39,38.74,38.93,7648428.0
39.07,39,38.34,38.9,5649968.0
38.66,39,37.91,38.36,8206668.0
38.7,38,38.12,38.5,6087408.0
38.79,39,38.67,38.73,7932341.0
38.82,39,38.76,39.19,6426030.0
39.3,40,38.89,39.94,12493627.0
40.34,41,40.2496,41.17,10133381.0
41.3,41,40.72,40.91,6982204.0
41.18,41,40.435,40.92,5245673.0
40.99,41,40.9658,41.34,6650663.0
41.36,41,41.11,41.26,5018209.0
40.8,40,39.8,40.01,10782629.0
37.68,38,37.01,38.21,20939508.0
38.16,38,36.915,37.0,12670142.0
37.27,37,36.26,36.92,14692670.0
36.79,37,36.52,36.71,12305033.0
37.04,37,35.89,35.97,9836832.0
35.81,35,34.1,34.69,17807211.0
34.99,35,34.4,34.43,8829819.0
34.76,34,33.85,34.58,10674224.0
34.17,34,33.0,33.21,13412403.0
33.28,33,32.73,32.805,11606138.0
32.67,33,32.19,33.03,12749112.0
33.03,33,32.94,32.94,9312525.0
33.24,33,33.09,33.77,8124367.0
33.68,34,32.85,32.86,8148588.0
33.01,33,31.29,31.33,14228217.0
31.09,32,31.08,31.51,10132516.0
31.81,32,30.99,32.12,12397759.0
32.25,33,32.02,32.64,13303448.0
32.61,33,32.34,32.61,9136275.0
32.28,32,31.69,32.15,8875353.0
32.3,32,31.95,32.01,7277953.0
32.03,32,31.7,31.73,6498413.0
31.89,32,31.85,32.15,6962729.0
32.39,32,32.1,32.17,7403238.0
32.13,32,31.37,31.51,7222797.0
31.6,31,31.4137,31.65,8573689.0
31.75,31,31.33,31.91,9618738.0
31.94,32,31.73,31.95,6416243.0
31.67,32,31.5799,31.67,6813295.0
31.59,31,30.37,30.81,12424133.0
30.77,31,30.38,31.26,8335439.0
31.46,32,31.1,32.36,12424206.0
32.63,32,32.22,32.51,8173130.0
32.25,33,32.25,33.4,8188322.0
32.8,33,32.64,33.14,8252308.0
32.99,32,31.64,31.8,9225556.0
31.81,31,30.02,30.36,13802855.0
30.65,31,30.45,30.49,8152256.0
29.8,29,29.02,29.14,18236714.0
29.1,29,28.85,29.34,15301910.0
29.75,30,29.64,29.71,8359297.0
30.29,30,29.69,30.02,8922946.0
30.05,30,29.82,29.89,6675906.0
30.25,30,29.77,30.33,9139949.0
28.2,28,27.04,27.05,36049898.0
26.85,26,24.85,25.27,23200027.0
26.12,26,25.76,26.77,20026097.0
26.94,28,26.94,27.7,15008769.0
27.86,28,27.49,28.31,11148266.0
28.26,29,28.2,29.33,13249962.0
29.09,29,28.19,28.93,9467046.0
27.76,28,27.12,28.35,18757538.0
28.39,29,28.31,29.4,11779807.0
29.8,30,29.7,30.04,13659253.0
30.23,31,30.22,31.16,12374382.0
32.78,34,32.75,34.66,25515686.0
35.0,35,34.115,34.45,15215087.0
35.11,36,35.0,35.88,16884414.0
35.51,36,35.32,35.89,9817118.0
36.03,36,35.76,36.03,8606791.0
35.78,36,35.33,36.01,7956271.0
36.07,36,35.39,35.92,13098351.0
35.1,35,34.44,34.96,16429851.0
36.45,36,35.6,36.36,14704699.0
36.35,36,35.52,35.8,9526661.0
35.91,36,35.65,36.55,8871189.0
36.5,36,35.9,36.2,6671186.0
36.07,36,35.75,36.34,6519640.0
36.26,36,35.5,35.5,9138561.0
35.54,35,35.1,35.6,7058968.0
35.39,35,33.38,33.51,12100443.0
33.47,33,33.17,33.48,8254209.0
33.57,33,33.0,33.58,6384697.0
33.71,34,33.68,34.44,16437181.0
34.22,34,34.12,34.35,7142394.0
35.21,35,34.54,34.59,7307238.0
34.59,34,33.74,34.18,5878383.0
34.25,35,34.24,34.96,7666723.0
34.74,35,34.66,34.92,6064005.0
34.96,36,34.9,35.87,7137204.0
35.67,36,35.63,36.75,9384959.0
36.68,36,36.19,36.6,8002043.0
36.43,36,36.05,36.67,5293057.0
36.44,36,36.101,36.49,6675287.0
36.33,36,35.86,36.0,5189371.0
36.32,36,36.18,36.4,5402244.0
36.27,36,36.19,36.65,5946506.0
36.34,36,36.32,36.72,5446011.0
36.68,36,36.02,36.23,6257687.0
36.13,36,36.05,36.17,4760672.0
35.45,37,35.35,37.05,14509340.0
36.97,36,35.63,36.3,13111735.0
36.53,36,35.88,36.24,6940639.0
36.0,36,36.0,36.53,5429115.0
36.45,36,36.36,36.96,5501735.0
37.5,39,37.42,38.75,13774999.0
38.68,39,38.43,39.35,7101532.0
39.0,39,38.17,38.49,8623597.0
37.22,38,36.62,38.34,11959828.0
38.12,38,37.22,37.37,9330297.0
37.0,37,36.25,36.39,8092808.0
36.31,36,35.85,36.41,7805325.0
36.26,36,35.47,35.49,10724815.0
35.66,36,35.35,35.44,5422349.0
35.75,35,35.13,35.15,6666508.0
35.0,35,33.9,34.67,10408214.0
34.96,36,34.85,35.25,7438727.0
35.3,35,34.96,35.55,4603182.0
35.19,35,34.86,34.93,7353514.0
34.98,36,34.9,36.0,5068871.0
36.1,36,35.775,35.84,6291604.0
35.65,36,35.6,35.82,6183332.0
35.98,36,35.8601,36.61,7429336.0
36.46,37,36.33,37.7,8878923.0
38.39,38,37.55,37.63,9065626.0
37.82,38,37.31,37.87,4713128.0
37.83,38,37.57,38.17,5160788.0
38.25,38,37.4,37.73,5133308.0
37.95,38,37.47,38.89,6939866.0
39.99,39,38.06,38.2,10034719.0
38.12,38,37.36,37.38,7410000.0
36.95,39,36.801,39.24,14773296.0
39.45,39,38.585,38.65,8871203.0
38.66,39,38.37,38.58,5602040.0
38.84,39,38.84,39.35,10538152.0
39.48,40,39.4,40.63,12764197.0
40.93,40,39.4148,40.59,14695860.0
39.97,40,39.65,39.9,9981485.0
40.25,40,39.77,39.83,6466782.0
39.66,40,39.36,39.69,6020181.0
38.57,40,38.21,39.32,10112314.0
39.45,40,39.26,39.91,6542122.0
39.85,40,39.8,40.06,6710739.0
40.31,40,40.08,40.6,5961076.0
40.51,40,39.565,39.8,9028663.0
39.72,40,39.62,39.71,5274455.0
39.78,40,39.3,39.38,6006541.0
39.27,40,39.24,39.74,6717513.0
40.39,41,40.31,41.49,8334221.0
41.42,41,41.02,41.7,5725832.0
40.76,42,40.44,42.41,8392383.0
42.71,43,42.15,42.3,8666121.0
42.07,42,41.68,42.93,6623490.0
43.01,43,42.98,43.4,7773627.0
45.0,45,43.59,44.76,13166625.0
44.66,44,43.93,44.45,6166966.0
44.39,45,44.05,45.83,8558682.0
46.15,46,45.62,46.26,7795053.0
46.46,46,45.95,46.08,6651810.0
46.03,46,45.95,46.08,5781259.0
46.05,46,45.7,46.34,5160176.0
46.34,46,46.3,46.82,2426632.0
46.64,46,45.66,46.5,7369639.0
46.59,47,46.17,46.89,4885442.0
46.14,46,45.42,46.44,7904220.0
46.2,47,45.66,45.75,7435186.0
46.09,46,45.91,46.1,6505099.0
46.45,46,45.58,45.72,5256443.0
46.16,46,45.92,46.43,5334516.0
46.61,48,46.52,48.65,10210334.0
48.6,48,47.7,48.05,6239952.0
49.27,50,48.74,49.64,9850774.0
49.16,49,47.44,47.59,8643546.0
47.94,48,47.71,47.84,6147695.0
47.84,48,47.805,47.92,5293889.0
48.1,49,48.1,48.3,7530837.0
48.61,49,47.56,47.63,9299673.0
47.89,48,47.74,48.58,4729855.0
48.5,49,48.5,49.22,4814999.0
49.34,49,49.23,49.47,3827868.0
49.35,49,48.46,48.69,3618731.0
48.61,48,48.285,48.48,2915271.0
48.29,48,48.14,48.61,2797847.0
48.73,48,47.61,47.67,4153630.0
47.8,48,46.96,47.25,3709262.0
47.42,47,46.47,46.69,4495016.0
47.28,47,46.135,46.3,6737752.0
46.63,47,46.35,46.7,5859604.0
46.52,46,45.61,45.89,6825316.0
45.85,46,45.47,46.21,7260197.0
46.01,47,45.78,47.08,4739142.0
47.0,48,46.97,48.48,7483764.0
49.29,49,48.1,48.64,6925770.0
48.67,49,46.84,48.1,5448098.0
48.16,48,47.54,47.65,3541980.0
47.56,47,46.67,46.75,5350794.0
47.3938,47,46.65,47.64,5176524.0
47.64,48,46.88,47.26,3729315.0
47.54,48,47.24,48.0,5611793.0
47.9,48,46.75,46.94,4284196.0
47.05,47,46.8,47.54,4926677.0
47.9,48,47.61,47.91,5139002.0
48.43,49,48.33,49.59,10332849.0
50.0,50,46.72,46.95,19411050.0
45.62,45,43.86,44.9,16786050.0
44.79,44,43.742,44.25,11719842.0
44.75,45,43.91,44.05,7955513.0
43.61,44,43.57,44.01,7607665.0
44.31,44,43.7627,44.2,6357916.0
44.8,45,44.74,45.3,6496054.0
45.75,46,45.01,45.17,6119960.0
45.26,45,44.51,45.06,4330414.0
45.07,46,44.94,46.3,7089902.0
46.62,46,46.17,46.45,4040567.0
46.56,47,46.5,47.41,6158580.0
47.26,47,46.45,46.57,6271654.0
47.59,48,46.93,47.54,8394814.0
47.5,47,46.66,46.97,5681810.0
46.83,47,46.43,46.91,4581604.0
47.01,47,46.5833,46.81,4672031.0
46.5,46,45.87,46.32,5799646.0
46.42,47,45.89,46.1,5246985.0
46.0,46,45.58,46.28,4489590.0
46.18,46,45.68,46.32,4130975.0
46.32,46,46.03,46.36,4935590.0
46.79,48,46.7,47.09,8278935.0
46.67,46,45.64,45.72,7590676.0
45.85,47,45.77,46.82,7259147.0
46.41,46,44.38,45.31,11336565.0
45.02,45,44.56,44.84,4565315.0
44.79,45,44.597,44.89,5521109.0
44.5,44,43.25,43.33,9330139.0
43.46,43,42.97,43.9,6842316.0
43.73,44,42.26,42.37,8882287.0
42.06,42,40.84,41.21,10208460.0
40.5,42,40.2099,42.09,13986198.0
42.18,42,41.45,42.13,7058267.0
42.0,42,41.6,41.72,10185798.0
42.18,42,41.45,41.7,6229799.0
41.88,41,40.34,40.42,7938673.0
39.78,40,39.21,40.35,9943032.0
40.7,41,40.48,41.41,9516585.0
41.69,42,41.42,41.73,6596629.0
41.07,41,40.56,41.74,6050846.0
41.83,42,41.55,42.6,6185811.0
42.69,42,41.87,41.96,5331362.0
41.85,42,41.79,42.54,3681356.0
42.37,42,42.2745,42.3,5427748.0
42.33,42,41.625,42.45,5764716.0
42.09,42,40.82,40.9,7254678.0
41.15,42,41.06,41.31,7012673.0
41.4,41,41.16,41.72,3627608.0
41.53,42,41.28,41.81,4136988.0
41.81,42,41.62,42.32,4650522.0
42.78,43,42.412,43.93,10269604.0
44.79,45,43.83,43.96,9991117.0
43.95,44,43.335,43.35,5504930.0
43.47,44,43.36,44.23,4563213.0
44.03,44,43.4,43.81,5809175.0
44.07,44,43.9,44.4,6573440.0
44.71,45,44.56,45.22,4956478.0
45.5,45,44.985,45.15,5535986.0
45.5,46,45.47,46.44,6335303.0
46.8,47,46.38,46.61,5960573.0
46.51,46,46.24,46.4,6027630.0
43.91,44,42.41,43.98,18988577.0
44.02,44,42.56,42.62,13357971.0
42.76,42,42.01,42.08,8591384.0
42.06,43,42.05,43.87,9402465.0
43.67,44,43.42,43.92,5144318.0
44.18,44,43.195,43.91,4476053.0
44.0,44,43.77,44.51,5462793.0
44.6,45,44.515,44.94,6190660.0
45.4,47,45.25,47.08,11116806.0
47.03,47,46.67,47.3,7379826.0
47.21,47,45.65,46.54,6086339.0
46.26,46,45.73,45.83,3888691.0
45.7,46,45.69,46.68,5534522.0
46.79,47,44.74,46.94,4627800.0
46.25,46,44.88,44.92,6906735.0
44.4,45,44.38,44.65,6626694.0
44.8,45,44.74,45.22,6736688.0
45.33,46,45.33,46.21,4428568.0
46.27,46,45.94,46.66,3008501.0
46.74,47,46.65,46.77,3890095.0
46.99,48,46.82,48.02,5441804.0
47.79,48,47.7294,48.74,5979329.0
48.32,48,47.79,47.96,5512854.0
48.2,48,47.53,48.41,4486131.0
48.5,49,48.3,49.05,4421404.0
49.56,50,49.37,49.52,7708567.0
49.53,49,49.4,49.74,5466685.0
49.47,50,49.32,49.74,4473456.0
49.44,50,48.8,50.86,7078405.0
50.86,51,50.41,51.43,6544348.0
51.61,51,50.25,50.27,7204319.0
50.1,50,48.1,49.48,8597891.0
49.56,49,48.84,49.45,5153327.0
49.64,49,48.89,49.39,4027798.0
49.14,49,48.37,49.11,4579626.0
48.9,49,48.62,48.79,6622111.0
49.13,49,48.815,49.66,4104267.0
49.22,49,48.01,48.03,6035053.0
48.33,48,48.13,48.43,3469517.0
50.5,50,48.79,48.97,9792147.0
49.0,49,48.47,48.63,12682001.0
48.81,49,48.535,48.78,3992866.0
48.6,49,48.5,48.5,4264403.0
48.82,49,48.81,49.25,4259721.0
49.28,49,48.82,49.62,6170117.0
49.92,50,49.6,50.32,6618701.0
50.78,51,50.37,50.39,2906524.0
50.44,51,50.18,51.26,5157516.0
50.97,52,50.86,52.05,7021422.0
52.3,53,52.18,53.03,6596952.0
52.98,53,52.23,52.66,4600014.0
52.58,52,51.47,51.61,4545699.0
53.12,53,52.45,53.8,8348363.0
53.4,54,53.15,53.81,5346686.0
53.8,54,53.34,54.22,4537895.0
54.21,54,53.85,53.87,3727804.0
53.83,53,53.02,53.15,4101431.0
52.26,53,51.78,52.61,5774713.0
52.72,52,52.1,52.34,4836234.0
52.13,52,51.45,51.91,4544423.0
51.79,52,51.24,51.28,4876393.0
51.5,51,50.545,50.61,4484890.0
50.63,51,50.01,51.01,4776112.0
50.34,50,48.75,50.0,10260337.0
49.02,50,48.73,50.49,9153445.0
50.85,51,50.035,50.44,6062854.0
51.13,52,50.3236,51.06,5045298.0
50.89,51,49.9,50.45,4679746.0
50.56,51,50.36,50.55,3231366.0
50.67,50,50.3852,50.8,2993515.0
50.82,51,50.46,50.58,3016726.0
50.68,50,49.89,50.0,4274416.0
49.74,49,49.23,49.4,5020809.0
49.03,49,48.19,48.55,5441375.0
48.5,48,47.44,48.35,5610688.0
48.86,49,48.5,48.81,2996459.0
48.76,49,48.35,48.52,3149638.0
48.64,48,48.27,48.41,4187330.0
48.25,48,45.795,46.03,10304207.0
46.3,46,45.44,45.55,6242763.0
45.73,46,45.41,45.71,4353949.0
45.85,45,45.325,45.41,4019715.0
45.17,45,43.52,43.97,8159201.0
44.13,44,42.67,42.92,7057477.0
43.09,45,43.01,45.25,11738415.0
45.23,45,44.78,44.95,6969256.0
44.53,44,44.38,44.56,5195211.0
44.54,44,43.89,44.32,5472629.0
44.54,44,44.43,44.74,3799621.0
44.85,45,44.65,45.31,4569439.0
44.79,45,43.84,43.92,8512885.0
43.09,44,42.6066,44.31,8796667.0
44.19,44,43.5347,43.84,5095010.0
43.81,44,43.49,43.6,4684643.0
44.01,46,44.0,45.86,7921608.0
45.9,46,45.63,46.29,6325114.0
46.35,47,46.1,47.0,7288178.0
46.79,46,46.12,46.19,5360496.0
45.3,46,45.19,46.0,14846236.0
46.02,46,45.27,45.31,4601233.0
45.28,45,44.03,44.38,6884589.0
44.92,45,44.46,45.42,4708125.0
45.47,46,44.99,46.29,5864367.0
46.57,47,46.35,47.06,5342021.0
46.98,47,46.89,47.7,6363180.0
47.84,48,47.23,47.58,4706004.0
47.58,48,46.6301,46.85,6183158.0
46.78,48,46.78,47.49,8367839.0
47.49,47,47.23,47.49,4904347.0
47.52,47,47.22,47.73,4911650.0
47.66,50,47.63,50.51,10261794.0
50.5,51,50.49,50.73,7454460.0
50.85,50,50.26,50.56,4212310.0
50.7,51,50.65,51.3,4240506.0
51.23,51,50.4,50.6,3691522.0
52.0,53,51.98,53.03,9387125.0
53.1,53,52.33,52.83,5396763.0
52.72,52,52.34,52.65,2943045.0
52.67,52,52.2588,52.7,2960327.0
52.52,52,51.93,52.27,3262297.0
52.72,52,51.87,52.07,3651202.0
52.11,52,51.86,52.03,2542361.0
51.57,51,49.6332,51.51,7568214.0
51.56,52,51.53,51.93,3643376.0
51.92,51,50.87,50.98,3456500.0
51.02,52,50.5501,51.95,3654904.0
51.78,51,50.61,51.02,4658297.0
52.0,53,48.32,48.61,12079047.0
48.41,48,47.33,47.56,8591454.0
47.65,47,46.83,47.25,5402530.0
47.22,47,46.79,46.82,4596604.0
48.0,48,47.37,47.84,4354521.0
47.79,47,47.09,47.36,2410660.0
47.36,47,46.8,47.45,4037183.0
47.46,48,47.28,47.51,4249493.0
47.51,47,46.4,46.46,3756424.0
46.42,46,45.84,46.37,3198779.0
45.85,46,45.36,45.77,3559185.0
45.64,46,45.56,45.82,2433022.0
45.63,45,45.33,45.74,1772439.0
45.3,45,45.27,45.81,1827200.0
45.71,47,45.45,47.19,5223111.0
47.26,48,47.24,47.68,4462040.0
47.6,47,47.1883,47.39,2324811.0
47.33,47,47.12,47.69,2436018.0
47.89,48,47.54,48.65,2796204.0
48.58,48,48.27,48.66,2326894.0
48.66,48,48.35,48.56,1352400.0
48.61,48,48.3,48.42,2630803.0
48.44,49,48.2,49.22,3864117.0
49.38,51,48.66,49.25,8154242.0
49.76,51,49.3,50.49,6016175.0
49.67,50,48.69,49.0,6229631.0
50.1,51,49.65,49.93,7113822.0
49.85,50,49.2099,49.47,3594043.0
49.39,49,49.19,49.61,2835542.0
49.53,50,49.3,50.88,3046954.0
51.23,51,50.93,51.02,3817896.0
50.78,51,50.76,51.3,2835633.0
51.27,51,50.38,50.47,2798179.0
50.58,50,49.85,50.09,3035241.0
50.59,51,50.075,50.21,4503105.0
50.67,51,50.4,51.06,9074165.0
51.25,51,51.25,51.49,3236066.0
51.6,51,51.28,51.44,3019807.0
51.57,52,51.17,51.92,5172839.0
52.16,53,52.07,52.79,7125891.0
52.72,52,52.42,52.59,2425104.0
52.35,53,52.33,52.85,2774316.0
52.8,52,52.06,52.4,2831434.0
52.45,52,52.22,52.46,1845331.0
52.42,52,52.01,52.03,2697096.0
52.33,53,51.9,52.99,4084712.0
52.86,52,52.055,52.34,5074850.0
52.48,54,52.265,52.67,3557059.0
52.78,52,52.43,52.65,2967756.0
52.6,52,51.93,52.13,3515785.0
52.97,53,52.005,52.08,3426021.0
53.23,54,52.88,53.78,7655771.0
54.49,57,54.18,56.42,11339858.0
56.56,58,56.56,58.47,7505761.0
58.79,59,57.53,57.98,5283872.0
58.31,58,57.8,58.16,3148934.0
58.0,58,57.56,58.34,3969309.0
58.59,58,57.76,58.06,3151201.0
57.99,58,57.5305,58.1,3553916.0
57.74,58,57.4,58.29,3336991.0
54.35,55,53.45,54.79,16348479.0
54.0,54,52.21,53.05,10223096.0
53.65,53,52.34,53.07,7066094.0
52.79,53,52.585,52.68,5953675.0
52.45,53,52.36,52.59,4741808.0
53.08,54,53.0,54.32,5962937.0
54.0,54,53.59,53.88,3623078.0
53.49,53,52.03,52.1,5109361.0
51.99,52,49.75,49.76,6878284.0
49.32,51,48.79,51.18,6782480.0
50.91,51,50.89,51.4,4845831.0
67.7142,68,66.8928,67.8542,158168416.0
68.0714,69,67.6071,68.5614,129029425.0
68.5014,68,66.8205,66.8428,151829363.0
66.7442,67,66.1742,66.7156,118721995.0
66.3599,67,66.2885,66.6556,88809154.0
66.9785,67,65.7028,65.7371,97924631.0
65.8714,66,64.8356,65.7128,108854046.0
65.3842,65,64.1142,64.1214,118891367.0
63.7142,64,63.2599,63.7228,111596821.0
64.1785,64,63.7999,64.4014,82583823.0
64.8356,65,63.2242,63.2571,92899597.0
63.4028,64,62.5228,64.1385,125096657.0
64.0614,64,62.9499,63.5099,146674682.0
63.4357,63,63.0571,63.0571,80532382.0
62.5714,62,61.4257,61.4957,137899041.0
61.1142,61,59.8571,60.0071,145406366.0
60.2114,62,60.1071,61.5919,159298020.0
62.0728,62,60.6328,60.8088,114903180.0
60.6428,61,60.1514,61.5117,116992841.0
61.3999,62,61.2299,61.6742,97854442.0
61.3928,62,60.7342,62.5528,118272126.0
62.2285,62,61.0814,61.2042,116268341.0
61.2071,62,60.7657,61.1928,101369051.0
61.8328,62,61.4928,61.7857,75834906.0
62.5614,63,62.4642,63.3799,160710606.0
63.0642,65,63.0285,65.1028,150441144.0
65.6428,65,64.0714,64.9271,131531708.0
65.3456,65,64.2271,64.5828,77016849.0
64.3171,65,64.2999,64.6756,95493524.0
64.9399,66,64.7299,65.9871,98570591.0
66.3842,67,65.9685,66.2256,125073165.0
66.4914,66,65.7899,65.8765,73428208.0
65.2085,65,64.3899,64.5828,81854409.0
64.2599,64,63.0885,63.2371,110698007.0
63.1285,63,61.1057,61.2728,97294421.0
61.0857,62,60.9142,61.3988,132350022.0
61.6242,62,61.4728,61.7128,90719482.0
61.9657,62,60.7499,61.1028,89589332.0
60.6428,60,59.9542,60.4571,95743088.0
60.6928,61,60.3557,60.8871,75169647.0
60.9085,61,60.3928,60.9971,76615504.0
61.1571,62,60.8585,62.2414,93895844.0
61.9599,62,61.5999,62.0471,82073628.0
62.0214,62,61.2985,61.3999,59651011.0
60.9999,61,59.9357,59.9785,79157071.0
60.2242,60,60.0814,60.8914,76222076.0
60.0385,60,56.8728,57.5428,236138966.0
57.8557,57,55.6774,56.0071,166438048.0
55.4242,57,55.0142,55.7899,152194413.0
56.0914,57,55.8964,56.9528,107338322.0
57.7128,58,56.9728,58.0185,160760747.0
56.2199,59,56.0714,57.9231,242387530.0
58.7464,59,58.1428,58.3399,95984896.0
58.5442,59,58.3214,59.6007,191006032.0
60.0642,61,59.9999,61.4457,159958876.0
62.1571,63,61.7242,63.2542,172737600.0
63.4942,63,62.0557,62.7557,126720237.0
63.1114,64,62.9471,63.6457,105449078.0
64.4728,64,64.1642,64.2828,90319201.0
65.1014,66,64.9014,65.8156,124017747.0
66.4242,66,64.8142,65.5225,120499960.0
65.5771,66,65.1156,66.2628,118010781.0
65.6871,66,65.0828,65.2528,99555337.0
65.4242,65,64.3542,64.7099,83631828.0
64.5014,65,64.4999,64.9628,79220953.0
64.8356,65,63.1642,63.4085,111647130.0
62.7371,62,60.3371,61.2642,185278968.0
60.4628,62,59.8428,62.0825,150794546.0
62.7214,62,61.5728,61.8942,106973181.0
61.7014,63,61.4428,63.2757,112681030.0
62.5928,63,62.0285,62.8085,113921367.0
63.4357,64,62.6028,63.0505,110727309.0
62.2785,63,62.2557,63.1628,88244695.0
62.9785,63,62.9085,63.5928,69036716.0
64.2714,64,62.9785,63.0627,96404189.0
62.8571,63,62.7714,63.5642,82641944.0
63.6642,64,63.5014,64.5114,88379522.0
64.6428,65,64.2142,64.2478,95832240.0
64.3899,64,63.2114,64.3885,92926932.0
64.7456,64,63.9128,64.1871,72860221.0
63.6642,64,63.3871,63.5871,72545760.0
63.6385,63,62.0071,62.6371,104230322.0
62.3571,63,61.8242,63.1158,101120551.0
63.5328,64,62.3999,62.6985,112522179.0
62.2485,63,61.9028,62.5142,71526560.0
62.7857,63,61.6428,61.7414,66295887.0
61.7857,62,61.2499,62.2807,71456693.0
62.1999,62,61.2142,61.4357,67962419.0
61.6342,62,61.4802,61.7142,64818670.0
61.6514,62,61.4585,61.6814,48753768.0
61.6285,61,60.4285,60.4285,77715057.0
59.8999,60,59.3099,59.5482,89327210.0
59.7842,59,58.3,59.0714,120286768.0
58.1999,58,56.8642,57.5057,120104964.0
57.9571,58,56.9757,57.5185,78534687.0
57.6999,57,56.5228,56.8671,91924994.0
57.0357,57,56.2199,56.2542,84297955.0
55.9085,57,55.5528,56.6471,144619734.0
57.5271,58,57.3171,58.4599,97743408.0
58.5657,60,58.4957,59.7842,117442150.0
60.1228,60,59.6357,60.1142,60232158.0
60.0557,60,59.3357,59.6314,68505794.0
60.0157,60,58.6642,59.2928,74521398.0
59.0857,60,58.6257,60.3357,88142026.0
59.9428,60,59.7499,60.1042,70107226.0
60.4214,61,60.1671,61.0411,81571665.0
61.0928,61,60.4871,60.9299,69882694.0
60.7157,61,60.6857,61.0628,60478033.0
60.9314,61,60.5957,61.4564,54033805.0
61.3857,61,61.1742,61.4728,49743169.0
61.9114,62,61.5157,61.6797,54696012.0
61.8714,61,60.6214,60.7071,67174828.0
61.3514,61,60.7811,60.9014,51946202.0
60.8571,60,59.8157,59.8557,91062300.0
62.7042,63,62.1799,62.9299,147978789.0
62.9571,63,62.2585,62.6428,57371671.0
